"idorder","orderDate","priority_idpriority","customer_idcustomer"
"EG-2012-40","2012-03-06","2","MC-7635"
"EG-2012-4640","2012-03-30","4","JR-5670"
"EG-2012-4660","2012-08-27","2","NM-8445"
"EG-2012-4680","2012-05-07","2","CC-2550"
"EG-2012-50","2012-11-28","2","JB-5925"
"EG-2012-5130","2012-01-05","2","Co-2640"
"EG-2012-520","2012-08-03","1","AH-210"
"EG-2012-5700","2012-11-14","1","DB-3210"
"EG-2012-5810","2012-11-02","2","JB-6045"
"EG-2012-6010","2012-01-17","1","FO-4305"
"EG-2012-6420","2012-06-26","2","MS-7710"
"EG-2012-6740","2012-12-29","1","RA-9285"
"EG-2012-6980","2012-11-28","2","KL-6555"
"EG-2012-730","2012-06-20","1","PC-9000"
"EG-2012-8030","2012-11-29","3","DK-3225"
"EG-2012-8380","2012-07-26","1","BF-1080"
"EG-2012-8440","2012-08-28","1","HL-5040"
"EG-2012-8470","2012-01-11","2","LC-6960"
"EG-2012-8860","2012-11-07","2","BF-975"
"EG-2012-9030","2012-12-08","1","AJ-960"
"EG-2012-9480","2012-10-09","1","JB-6045"
"EG-2012-9610","2012-01-03","1","TP-11415"
"EG-2012-9990","2012-12-07","2","RH-9600"
"EG-2013-1060","2013-08-06","1","BD-1635"
"EG-2013-1250","2013-08-07","1","MH-7455"
"EG-2013-1510","2013-05-25","1","GM-4440"
"EG-2013-1620","2013-02-06","2","FP-4320"
"EG-2013-1630","2013-03-13","4","MK-8160"
"EG-2013-1720","2013-03-18","1","AS-285"
"EG-2013-1750","2013-11-26","1","EH-4125"
"EG-2013-1790","2013-11-06","2","EM-4065"
"EG-2013-1830","2013-07-26","2","EM-3960"
"EG-2013-2060","2013-06-27","1","GH-4425"
"EG-2013-2110","2013-08-27","2","MY-8295"
"EG-2013-2200","2013-09-27","2","JK-5325"
"EG-2013-2370","2013-01-30","2","CK-2325"
"EG-2013-2420","2013-06-17","3","AP-915"
"EG-2013-2770","2013-08-13","1","TT-11265"
"EG-2013-2850","2013-01-18","1","JP-6135"
"EG-2013-2860","2013-08-09","1","BS-1665"
"EG-2013-2900","2013-05-20","1","TM-11010"
"EG-2013-2940","2013-01-28","4","LS-6945"
"EG-2013-3040","2013-03-30","1","RA-9945"
"EG-2013-310","2013-01-28","2","RL-9615"
"EG-2013-3220","2013-06-01","1","CC-2100"
"EG-2013-3290","2013-07-26","1","PM-8940"
"EG-2013-3460","2013-08-19","1","MH-7620"
"EG-2013-3730","2013-07-29","1","DE-3255"
"EG-2013-3830","2013-11-13","1","JM-5265"
"EG-2013-3930","2013-12-01","2","RS-9870"
"EG-2013-4130","2013-06-07","2","CS-2355"
"EG-2013-420","2013-09-17","2","KB-6240"
"EG-2013-4270","2013-01-02","3","CV-2295"
"EG-2013-4530","2013-02-05","4","MT-8070"
"EG-2013-4560","2013-02-20","1","CS-1860"
"EG-2013-4660","2013-08-17","1","RD-9900"
"EG-2013-470","2013-01-30","1","RH-9510"
"EG-2013-4910","2013-12-30","1","FH-4365"
"EG-2013-4960","2013-11-05","3","ML-8265"
"EG-2013-5000","2013-07-18","3","VM-11685"
"EG-2013-5090","2013-07-27","1","SC-10095"
"EG-2013-5280","2013-06-03","1","JE-5475"
"EG-2013-5440","2013-09-03","2","MC-7425"
"EG-2013-5690","2013-11-19","1","VW-11775"
"EG-2013-5760","2013-06-01","4","SF-10965"
"EG-2013-6030","2013-05-24","1","CK-2595"
"EG-2013-6390","2013-07-01","1","EJ-4155"
"EG-2013-6440","2013-01-02","1","KC-6540"
"EG-2013-6960","2013-09-18","1","Dp-3240"
"EG-2013-7040","2013-11-01","1","SB-10185"
"EG-2013-7220","2013-06-22","1","SK-9990"
"EG-2013-7320","2013-08-30","2","AR-825"
"EG-2013-7420","2013-11-23","1","DR-2880"
"EG-2013-7640","2013-12-19","1","DR-2880"
"EG-2013-7900","2013-01-14","2","BS-1665"
"EG-2013-8260","2013-11-08","1","GB-4575"
"EG-2013-8270","2013-10-04","1","BD-1770"
"EG-2013-8420","2013-06-18","1","AJ-945"
"EG-2013-8450","2013-11-06","1","JF-5565"
"EG-2013-8680","2013-09-05","2","AW-930"
"EG-2013-8790","2013-11-13","1","SC-10440"
"EG-2013-8810","2013-03-29","2","JK-6120"
"EG-2013-8830","2013-11-28","3","EB-3705"
"EG-2013-9300","2013-09-04","1","MP-7965"
"EG-2014-1110","2014-12-22","1","RM-9375"
"EG-2014-1270","2014-08-18","1","VG-11805"
"EG-2014-1300","2014-08-22","2","DK-3090"
"EG-2014-150","2014-06-27","1","PW-9240"
"EG-2014-1540","2014-03-18","1","JL-5130"
"EG-2014-1610","2014-01-20","2","LS-6945"
"EG-2014-170","2014-12-13","3","SP-10545"
"EG-2014-1700","2014-05-22","1","TG-11640"
"EG-2014-1710","2014-04-25","1","PT-9090"
"EG-2014-1730","2014-05-22","1","HG-4845"
"EG-2014-1820","2014-08-25","1","EH-4185"
"EG-2014-2080","2014-09-05","1","JH-5820"
"EG-2014-2170","2014-09-28","1","VF-11715"
"EG-2014-2620","2014-06-24","1","EM-3810"
"EG-2014-2800","2014-03-14","1","FO-4305"
"EG-2014-2860","2014-06-14","2","RB-9330"
"EG-2014-2950","2014-02-25","2","NF-8385"
"EG-2014-3200","2014-09-20","2","KH-6330"
"EG-2014-330","2014-08-12","1","CL-2700"
"EG-2014-3340","2014-04-27","2","AY-555"
"EG-2014-3450","2014-09-15","4","DK-2835"
"EG-2014-3540","2014-11-03","1","DN-3690"
"EG-2014-3590","2014-06-11","4","JD-5895"
"EG-2014-4200","2014-06-23","3","NP-8700"
"EG-2014-4240","2014-03-17","1","JF-5355"
"EG-2014-460","2014-09-03","2","AC-660"
"EG-2014-4750","2014-05-20","2","CM-2115"
"EG-2014-4770","2014-04-04","3","BP-1185"
"EG-2014-480","2014-06-05","1","LC-6885"
"EG-2014-490","2014-02-21","2","LR-7035"
"EG-2014-4970","2014-12-30","2","GM-4440"
"EG-2014-5030","2014-07-15","2","EB-4110"
"EG-2014-5250","2014-05-20","1","SC-10095"
"EG-2014-5260","2014-11-24","1","CK-2760"
"EG-2014-5280","2014-11-13","1","SU-10665"
"EG-2014-5430","2014-11-27","1","CR-2580"
"EG-2014-5490","2014-12-16","1","KH-6510"
"EG-2014-5510","2014-03-31","1","JS-5940"
"EG-2014-5780","2014-12-28","2","ZD-11925"
"EG-2014-5820","2014-10-09","4","MM-7920"
"EG-2014-5980","2014-09-19","2","CR-2730"
"EG-2014-6180","2014-02-21","2","SR-10425"
"EG-2014-6520","2014-03-11","1","MG-7680"
"EG-2014-6540","2014-11-11","1","BB-990"
"EG-2014-6630","2014-06-02","1","RO-9780"
"EG-2014-6740","2014-10-07","1","GH-4485"
"EG-2014-6790","2014-12-20","2","CS-2400"
"EG-2014-6810","2014-11-03","1","AH-690"
"EG-2014-7000","2014-06-18","2","AD-180"
"EG-2014-710","2014-09-03","1","DH-3675"
"EG-2014-7100","2014-08-06","1","KW-6435"
"EG-2014-740","2014-05-08","1","DB-3660"
"EG-2014-7490","2014-01-27","1","CS-2460"
"EG-2014-7610","2014-06-06","2","EH-4185"
"EG-2014-7660","2014-11-24","1","AP-720"
"EG-2014-7680","2014-04-23","1","MM-7920"
"EG-2014-7830","2014-11-26","1","MC-7425"
"EG-2014-7940","2014-09-27","2","ST-10530"
"EG-2014-8040","2014-12-29","1","DM-3015"
"EG-2014-8070","2014-12-04","1","RA-9945"
"EG-2014-8260","2014-02-21","1","EL-3735"
"EG-2014-8410","2014-09-22","1","BD-1725"
"EG-2014-8740","2014-12-18","2","AC-420"
"EG-2014-8790","2014-06-18","2","BG-1740"
"EG-2014-8800","2014-12-26","4","TT-11220"
"EG-2014-9000","2014-03-06","2","RD-9930"
"EG-2014-9060","2014-11-13","2","DS-3030"
"EG-2014-9260","2014-08-28","2","SM-10950"
"EG-2014-9300","2014-05-29","1","BD-1620"
"EG-2014-9390","2014-06-11","4","ST-10530"
"EG-2014-950","2014-07-02","1","RB-9705"
"EG-2014-9660","2014-11-24","2","DL-2925"
"EG-2014-9880","2014-10-06","4","JP-6135"
"EG-2014-9910","2014-12-02","4","PO-9180"
"EG-2014-9960","2014-06-20","4","RO-9780"
"EG-2014-9970","2014-04-16","2","GM-4695"
"EK-2013-8310","2013-11-04","1","EP-3915"
"EN-2011-70","2011-01-24","1","AB-600"
"EN-2012-10","2012-05-28","3","AS-240"
"EN-2012-9030","2012-08-29","1","CK-2760"
"EN-2013-3990","2013-04-24","1","MM-8280"
"EN-2014-1040","2014-06-19","1","MC-7605"
"ER-2013-6400","2013-06-12","1","KB-6600"
"ES-2011-1001989","2011-03-11","1","MF-17665"
"ES-2011-1010958","2011-06-01","2","LT-17110"
"ES-2011-1012469","2011-09-24","1","MS-17710"
"ES-2011-1058269","2011-12-17","1","MM-18055"
"ES-2011-1084683","2011-07-12","1","FO-14305"
"ES-2011-1088527","2011-08-24","2","BM-11785"
"ES-2011-1136913","2011-11-07","1","AW-10930"
"ES-2011-1138719","2011-01-11","1","EM-13960"
"ES-2011-1140474","2011-04-29","1","RD-19930"
"ES-2011-1141056","2011-11-02","1","PR-18880"
"ES-2011-1196075","2011-12-08","1","KS-16300"
"ES-2011-1210983","2011-07-14","1","PW-19030"
"ES-2011-1222857","2011-09-30","2","DP-13000"
"ES-2011-1228490","2011-10-24","2","CH-12070"
"ES-2011-1244060","2011-11-15","1","SV-20935"
"ES-2011-1259965","2011-06-22","1","JA-15970"
"ES-2011-1276768","2011-06-13","2","JO-15145"
"ES-2011-1290469","2011-04-04","1","MM-18280"
"ES-2011-1298103","2011-10-27","3","SN-20560"
"ES-2011-1351543","2011-05-12","2","DP-13165"
"ES-2011-1374122","2011-01-15","1","CL-12700"
"ES-2011-1386961","2011-04-06","1","MM-17260"
"ES-2011-1406120","2011-06-18","1","JK-16090"
"ES-2011-1416586","2011-03-01","1","EL-13735"
"ES-2011-1417751","2011-08-09","1","KH-16510"
"ES-2011-1418466","2011-06-14","2","SW-20245"
"ES-2011-1426891","2011-09-20","4","DB-13060"
"ES-2011-1436413","2011-03-18","2","EN-13780"
"ES-2011-1443340","2011-04-21","1","JS-16030"
"ES-2011-1444426","2011-04-06","1","ME-17725"
"ES-2011-1455810","2011-06-07","2","VT-21700"
"ES-2011-1456978","2011-09-29","1","AB-10165"
"ES-2011-1460199","2011-01-12","1","RP-19855"
"ES-2011-1480594","2011-08-09","2","MW-18235"
"ES-2011-1494790","2011-08-25","1","LD-16855"
"ES-2011-1502054","2011-10-31","3","TG-21640"
"ES-2011-1517387","2011-03-01","3","CM-12235"
"ES-2011-1525428","2011-04-15","4","AM-10360"
"ES-2011-1527372","2011-12-05","2","DN-13690"
"ES-2011-1539879","2011-08-31","1","CD-11980"
"ES-2011-1550182","2011-08-22","2","BP-11290"
"ES-2011-1562184","2011-06-24","2","WB-21850"
"ES-2011-1579115","2011-08-15","1","MC-17575"
"ES-2011-1586186","2011-06-16","1","VG-21805"
"ES-2011-1589842","2011-05-13","2","AR-10825"
"ES-2011-1590255","2011-11-30","1","RH-19495"
"ES-2011-1637634","2011-03-21","1","EJ-13720"
"ES-2011-1640672","2011-02-02","2","KH-16630"
"ES-2011-1647855","2011-07-18","3","DB-13615"
"ES-2011-1653919","2011-09-19","1","EB-13705"
"ES-2011-1656997","2011-07-22","1","NZ-18565"
"ES-2011-1657853","2011-05-27","1","DP-13165"
"ES-2011-1664904","2011-06-26","4","BW-11200"
"ES-2011-1679370","2011-08-03","1","RA-19885"
"ES-2011-1702031","2011-06-27","1","RP-19390"
"ES-2011-1705541","2011-03-01","2","TS-21370"
"ES-2011-1708709","2011-09-26","2","BT-11485"
"ES-2011-1712442","2011-08-16","1","AM-10360"
"ES-2011-1720401","2011-02-18","1","KH-16630"
"ES-2011-1748043","2011-06-07","2","NC-18415"
"ES-2011-1770042","2011-09-15","1","CH-12070"
"ES-2011-1782465","2011-12-20","1","AH-10465"
"ES-2011-1808201","2011-07-13","2","ES-14020"
"ES-2011-1815211","2011-06-27","1","AS-10045"
"ES-2011-1822857","2011-06-06","1","AF-10885"
"ES-2011-1831867","2011-12-27","4","GB-14575"
"ES-2011-1846006","2011-09-12","2","DW-13480"
"ES-2011-1849602","2011-07-13","1","DL-13315"
"ES-2011-1858721","2011-06-11","2","SC-20845"
"ES-2011-1868803","2011-06-22","1","CS-12130"
"ES-2011-1875818","2011-09-06","1","BM-11650"
"ES-2011-1878168","2011-09-29","1","RB-19330"
"ES-2011-1878479","2011-10-11","1","GA-14515"
"ES-2011-1881074","2011-08-16","1","ML-18265"
"ES-2011-1930667","2011-08-18","1","GH-14410"
"ES-2011-1941756","2011-10-12","1","KN-16705"
"ES-2011-1950038","2011-08-23","1","CC-12220"
"ES-2011-1962134","2011-12-07","1","PG-18820"
"ES-2011-1974768","2011-06-18","1","JF-15355"
"ES-2011-2009539","2011-12-28","1","YC-21895"
"ES-2011-2021080","2011-09-20","4","CK-12205"
"ES-2011-2041772","2011-07-29","4","CC-12610"
"ES-2011-2045003","2011-10-11","2","JH-15910"
"ES-2011-2046816","2011-11-13","3","AB-10255"
"ES-2011-2069466","2011-09-10","4","DB-13615"
"ES-2011-2072928","2011-12-06","1","BF-11005"
"ES-2011-2075610","2011-08-08","1","SG-20605"
"ES-2011-2076928","2011-11-22","3","BT-11305"
"ES-2011-2083843","2011-10-19","1","SF-20065"
"ES-2011-2087362","2011-05-04","1","MH-17290"
"ES-2011-2087720","2011-08-12","1","CB-12415"
"ES-2011-2095931","2011-09-01","1","CC-12610"
"ES-2011-2123345","2011-09-01","1","DB-12910"
"ES-2011-2132896","2011-05-03","2","MM-18280"
"ES-2011-2174124","2011-11-03","2","KN-16450"
"ES-2011-2187197","2011-09-08","1","DP-13165"
"ES-2011-2205486","2011-02-01","1","IM-15055"
"ES-2011-2210233","2011-05-18","1","DP-13390"
"ES-2011-2225020","2011-08-23","1","FC-14335"
"ES-2011-2230157","2011-08-03","1","JG-15310"
"ES-2011-2231102","2011-12-28","2","ON-18715"
"ES-2011-2242689","2011-03-05","1","SD-20485"
"ES-2011-2246685","2011-08-19","2","RR-19525"
"ES-2011-2251272","2011-12-19","1","AS-10045"
"ES-2011-2257437","2011-08-10","1","BP-11155"
"ES-2011-2258386","2011-11-10","2","BM-11140"
"ES-2011-2264751","2011-08-01","3","CT-11995"
"ES-2011-2266607","2011-04-14","2","JH-15820"
"ES-2011-2266801","2011-03-26","1","JF-15190"
"ES-2011-2287259","2011-11-17","1","TC-21475"
"ES-2011-2302372","2011-08-15","4","JF-15565"
"ES-2011-2324896","2011-08-15","1","FC-14245"
"ES-2011-2337809","2011-08-25","1","TB-21250"
"ES-2011-2339332","2011-12-15","1","KN-16705"
"ES-2011-2347754","2011-09-28","2","ND-18460"
"ES-2011-2367994","2011-02-07","2","SM-20905"
"ES-2011-2371090","2011-12-30","1","BC-11125"
"ES-2011-2377967","2011-02-24","1","JC-16105"
"ES-2011-2379967","2011-11-22","2","ZD-21925"
"ES-2011-2399281","2011-06-08","4","AH-10585"
"ES-2011-2401476","2011-11-07","1","RE-19450"
"ES-2011-2413369","2011-06-22","1","DC-13285"
"ES-2011-2466466","2011-12-30","1","PM-19135"
"ES-2011-2469850","2011-08-04","4","ML-18040"
"ES-2011-2470488","2011-12-23","2","RD-19720"
"ES-2011-2486841","2011-06-04","1","GK-14620"
"ES-2011-2535754","2011-03-08","1","LW-17215"
"ES-2011-2542245","2011-06-11","4","TB-21355"
"ES-2011-2542728","2011-11-08","1","SR-20425"
"ES-2011-2543443","2011-02-14","1","HA-14920"
"ES-2011-2566881","2011-08-21","2","FO-14305"
"ES-2011-2570414","2011-11-27","2","AJ-10945"
"ES-2011-2585328","2011-08-09","4","KM-16660"
"ES-2011-2587200","2011-03-16","2","Dl-13600"
"ES-2011-2592061","2011-09-16","2","FH-14350"
"ES-2011-2613634","2011-09-09","1","MY-18295"
"ES-2011-2625537","2011-07-12","2","LO-17170"
"ES-2011-2660418","2011-09-14","1","TT-21070"
"ES-2011-2681822","2011-09-02","4","CM-11830"
"ES-2011-2695590","2011-08-09","1","KS-16300"
"ES-2011-2720769","2011-08-09","1","CK-12325"
"ES-2011-2722980","2011-02-09","1","HR-14770"
"ES-2011-2729747","2011-04-27","1","MC-17590"
"ES-2011-2736116","2011-06-28","3","DR-12940"
"ES-2011-2755002","2011-04-29","2","SG-20605"
"ES-2011-2801336","2011-06-01","2","DB-13270"
"ES-2011-2835499","2011-04-18","4","TS-21430"
"ES-2011-2836248","2011-12-26","2","LS-17230"
"ES-2011-2846240","2011-09-16","1","JB-15925"
"ES-2011-2857462","2011-02-07","2","GB-14530"
"ES-2011-2858219","2011-06-09","1","RD-19810"
"ES-2011-2861735","2011-11-03","1","AA-10480"
"ES-2011-2867068","2011-09-28","2","LC-16885"
"ES-2011-2872060","2011-10-25","1","SM-20905"
"ES-2011-2880425","2011-12-20","1","CD-11920"
"ES-2011-2911640","2011-06-28","1","SC-20440"
"ES-2011-2933675","2011-03-12","1","SG-20470"
"ES-2011-2942755","2011-05-18","1","MH-17620"
"ES-2011-2945927","2011-09-21","1","PC-18745"
"ES-2011-2962852","2011-11-03","4","RD-19585"
"ES-2011-2972550","2011-08-25","1","PC-19000"
"ES-2011-2979959","2011-09-13","2","SJ-20500"
"ES-2011-2994694","2011-04-29","2","SS-20140"
"ES-2011-3002504","2011-12-08","2","AA-10480"
"ES-2011-3020748","2011-09-30","2","AR-10825"
"ES-2011-3060159","2011-01-24","1","CP-12340"
"ES-2011-3072555","2011-04-04","1","EB-13705"
"ES-2011-3074997","2011-07-27","2","AH-10690"
"ES-2011-3081212","2011-08-27","1","VW-21775"
"ES-2011-3091823","2011-12-15","2","PJ-19015"
"ES-2011-3104322","2011-01-25","1","FO-14305"
"ES-2011-3106999","2011-11-04","1","PM-18940"
"ES-2011-3108517","2011-06-01","2","MH-17620"
"ES-2011-3109529","2011-11-14","1","JS-15685"
"ES-2011-3121115","2011-11-23","2","RE-19450"
"ES-2011-3128239","2011-08-27","3","Co-12640"
"ES-2011-3134727","2011-12-15","3","MH-17440"
"ES-2011-3136087","2011-12-15","1","MF-17665"
"ES-2011-3142386","2011-12-06","2","LT-17110"
"ES-2011-3156142","2011-09-24","1","VG-21805"
"ES-2011-3158300","2011-03-21","4","DM-13015"
"ES-2011-3159486","2011-08-05","1","JD-16015"
"ES-2011-3188488","2011-02-02","1","KL-16645"
"ES-2011-3192576","2011-04-11","2","BK-11260"
"ES-2011-3202814","2011-09-17","3","ON-18715"
"ES-2011-3215372","2011-08-16","1","AC-10420"
"ES-2011-3228532","2011-12-28","1","MH-17440"
"ES-2011-3248922","2011-09-08","4","ER-13855"
"ES-2011-3249450","2011-10-08","2","JB-16045"
"ES-2011-3257006","2011-11-01","2","AA-10480"
"ES-2011-3259196","2011-10-13","4","NB-18655"
"ES-2011-3285117","2011-09-17","2","KW-16435"
"ES-2011-3286627","2011-06-15","2","NF-18385"
"ES-2011-3305419","2011-01-17","2","EH-13765"
"ES-2011-3353574","2011-02-22","2","PG-18895"
"ES-2011-3360339","2011-11-04","2","JO-15145"
"ES-2011-3366039","2011-05-26","1","SH-20395"
"ES-2011-3367036","2011-11-28","2","DB-13405"
"ES-2011-3398154","2011-06-14","2","EM-14140"
"ES-2011-3401415","2011-11-02","1","DL-12865"
"ES-2011-3403155","2011-05-07","4","TB-21520"
"ES-2011-3421954","2011-11-21","1","NC-18340"
"ES-2011-3429709","2011-01-26","2","PO-18850"
"ES-2011-3431770","2011-05-04","2","SC-20800"
"ES-2011-3448503","2011-09-08","3","BD-11770"
"ES-2011-3468356","2011-03-10","2","AG-10675"
"ES-2011-3481511","2011-11-03","1","RW-19540"
"ES-2011-3523269","2011-12-24","1","CC-12370"
"ES-2011-3524149","2011-06-08","2","GH-14425"
"ES-2011-3525697","2011-06-02","2","JL-15130"
"ES-2011-3528133","2011-03-21","4","AB-10015"
"ES-2011-3540258","2011-10-22","2","RD-19720"
"ES-2011-3540276","2011-06-08","1","AR-10405"
"ES-2011-3577688","2011-09-02","1","JJ-15445"
"ES-2011-3581861","2011-05-04","1","AG-10495"
"ES-2011-3592923","2011-10-04","1","JJ-15760"
"ES-2011-3609014","2011-02-10","2","MO-17800"
"ES-2011-3616229","2011-07-08","1","JG-15310"
"ES-2011-3634665","2011-05-06","2","HL-15040"
"ES-2011-3661686","2011-01-15","1","DJ-13510"
"ES-2011-3667388","2011-09-23","1","BM-11140"
"ES-2011-3670390","2011-08-09","1","AF-10885"
"ES-2011-3679996","2011-03-25","2","HG-15025"
"ES-2011-3684586","2011-06-02","2","BV-11245"
"ES-2011-3711955","2011-08-26","1","SE-20110"
"ES-2011-3714548","2011-09-20","2","ML-17395"
"ES-2011-3717351","2011-11-23","1","AG-10330"
"ES-2011-3721082","2011-03-31","1","LB-16735"
"ES-2011-3729382","2011-12-06","4","CM-11815"
"ES-2011-3734581","2011-08-30","1","AO-10810"
"ES-2011-3739047","2011-03-14","4","KA-16525"
"ES-2011-3746760","2011-01-25","1","FM-14215"
"ES-2011-3749098","2011-11-18","1","DC-13285"
"ES-2011-3793897","2011-05-10","1","CC-12550"
"ES-2011-3805636","2011-05-12","3","YC-21895"
"ES-2011-3818297","2011-02-10","1","JP-15460"
"ES-2011-3822720","2011-09-29","3","BE-11455"
"ES-2011-3832823","2011-03-09","1","JL-15235"
"ES-2011-3846264","2011-05-27","1","LH-17020"
"ES-2011-3848020","2011-09-15","3","DJ-13630"
"ES-2011-3848439","2011-01-05","1","MG-17890"
"ES-2011-3856710","2011-10-20","2","TC-20980"
"ES-2011-3857347","2011-11-03","1","MO-17950"
"ES-2011-3864297","2011-07-29","3","CK-12595"
"ES-2011-3870093","2011-12-07","1","KM-16660"
"ES-2011-3876549","2011-06-06","4","SB-20185"
"ES-2011-3893444","2011-03-01","2","TB-21400"
"ES-2011-3897276","2011-04-22","2","BD-11320"
"ES-2011-3906248","2011-01-22","1","MH-17290"
"ES-2011-3937871","2011-08-22","2","LC-17140"
"ES-2011-3948308","2011-03-22","1","CD-11980"
"ES-2011-3953366","2011-06-08","2","AC-10660"
"ES-2011-3954575","2011-07-28","3","MR-17545"
"ES-2011-3965225","2011-07-06","1","EB-13705"
"ES-2011-3972371","2011-06-10","4","SC-20695"
"ES-2011-3975285","2011-07-11","1","DM-12955"
"ES-2011-3979558","2011-03-12","1","HK-14890"
"ES-2011-3995423","2011-12-30","4","RD-19480"
"ES-2011-4016076","2011-04-26","1","TT-21070"
"ES-2011-4021337","2011-05-10","1","MM-18055"
"ES-2011-4052630","2011-02-21","1","ZD-21925"
"ES-2011-4077297","2011-06-08","1","FO-14305"
"ES-2011-4106405","2011-09-27","1","MS-17830"
"ES-2011-4141275","2011-12-03","1","NL-18310"
"ES-2011-4146320","2011-04-04","2","AB-10015"
"ES-2011-4154402","2011-06-22","2","CV-12805"
"ES-2011-4154564","2011-08-08","1","VP-21730"
"ES-2011-4169574","2011-12-20","1","MZ-17515"
"ES-2011-4174897","2011-01-18","4","MD-17860"
"ES-2011-4182812","2011-05-04","2","TZ-21580"
"ES-2011-4184901","2011-08-30","2","AB-10015"
"ES-2011-4188705","2011-08-02","1","NL-18310"
"ES-2011-4228024","2011-02-21","1","AM-10360"
"ES-2011-4240072","2011-06-16","2","JF-15565"
"ES-2011-4253699","2011-11-19","1","BS-11590"
"ES-2011-4256146","2011-08-05","2","TG-21310"
"ES-2011-4261696","2011-07-31","2","MM-18280"
"ES-2011-4272488","2011-12-09","1","AH-10075"
"ES-2011-4316248","2011-10-06","1","AI-10855"
"ES-2011-4335650","2011-12-29","3","EC-14050"
"ES-2011-4342226","2011-02-09","4","CL-12565"
"ES-2011-4351826","2011-06-09","2","SH-19975"
"ES-2011-4351964","2011-08-24","1","CC-12550"
"ES-2011-4359424","2011-01-11","2","DD-13570"
"ES-2011-4384804","2011-07-12","1","CB-12415"
"ES-2011-4392169","2011-12-02","1","KN-16450"
"ES-2011-4401446","2011-12-26","2","DJ-13420"
"ES-2011-4405425","2011-08-07","4","AR-10405"
"ES-2011-4421897","2011-08-17","1","MO-17950"
"ES-2011-4436456","2011-01-26","1","HG-15025"
"ES-2011-4450646","2011-11-30","2","VB-21745"
"ES-2011-4450781","2011-11-10","2","SP-20920"
"ES-2011-4472015","2011-04-07","1","LW-17125"
"ES-2011-4508489","2011-09-14","1","BP-11155"
"ES-2011-4509445","2011-03-10","1","BT-11395"
"ES-2011-4514717","2011-07-08","1","RS-19420"
"ES-2011-4557691","2011-09-05","1","KB-16315"
"ES-2011-4559599","2011-10-20","2","KD-16615"
"ES-2011-4585835","2011-11-09","3","BF-11275"
"ES-2011-4614329","2011-03-27","2","TB-21595"
"ES-2011-4620955","2011-12-08","2","VM-21835"
"ES-2011-4632225","2011-02-10","2","ME-18010"
"ES-2011-4665208","2011-12-10","4","BP-11185"
"ES-2011-4688304","2011-12-20","2","TB-21625"
"ES-2011-4691256","2011-06-07","1","MK-17905"
"ES-2011-4694484","2011-10-14","4","JC-15775"
"ES-2011-4699764","2011-03-14","4","EB-14110"
"ES-2011-4705117","2011-11-08","1","SM-20005"
"ES-2011-4709704","2011-09-22","3","SS-20590"
"ES-2011-4715440","2011-12-29","1","NK-18490"
"ES-2011-4731879","2011-12-21","2","HG-14845"
"ES-2011-4741318","2011-06-16","1","KB-16315"
"ES-2011-4744800","2011-02-10","2","CM-12115"
"ES-2011-4753806","2011-12-15","2","MG-17890"
"ES-2011-4767717","2011-06-06","1","AC-10660"
"ES-2011-4805316","2011-07-31","4","EP-13915"
"ES-2011-4806518","2011-06-20","1","BD-11560"
"ES-2011-4814310","2011-03-28","2","SC-20260"
"ES-2011-4816650","2011-10-21","1","YS-21880"
"ES-2011-4821517","2011-07-06","1","MP-17470"
